                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     81,                 1.1355,                0.65521,                0.94632,                 1.7129,                0.98705,                0.96138,                0.71511,                0.51699,                0.56536,                0.30924,                 1.2121,                0.68537,                 0.9687,                 1.7566,                  1.027,                0.97408,             0.00060895,             0.00060895,             0.00060895
                     82,                 1.1411,                0.66625,                0.95005,                 1.7202,                 1.0154,                0.96497,                0.71177,                0.51104,                0.56791,                  0.312,                 1.2115,                  0.684,                0.96439,                 1.7848,                 1.0289,                0.97982,               0.000604,               0.000604,               0.000604
                     83,                 1.1468,                0.66998,                0.95689,                 1.7127,                 1.0188,                 0.9717,                 0.7013,                0.50945,                0.55765,                 0.3118,                 1.2142,                0.70009,                0.96599,                 1.7639,                 1.0544,                0.98805,             0.00059905,             0.00059905,             0.00059905
                     84,                 1.1237,                0.64963,                0.94389,                  1.683,                0.98044,                0.95665,                0.68663,                0.51301,                0.56037,                0.30691,                  1.221,                0.69333,                0.97308,                  1.771,                 1.0312,                0.98302,              0.0005941,              0.0005941,              0.0005941
                     85,                 1.0861,                 0.6488,                0.94235,                 1.6438,                0.97895,                0.95463,                0.73732,                0.50199,                0.56921,                0.31847,                 1.2136,                0.68197,                0.97124,                 1.7482,                 1.0492,                0.97999,             0.00058915,             0.00058915,             0.00058915
                     86,                 1.1082,                0.63586,                0.93753,                 1.6606,                0.95946,                0.94928,                 0.6959,                0.52539,                0.57212,                0.30997,                 1.2257,                0.68453,                0.97311,                 1.7814,                 1.0256,                0.98368,              0.0005842,              0.0005842,              0.0005842
                     87,                 1.1026,                0.64962,                0.95101,                 1.6428,                0.98743,                0.96595,                0.73186,                0.51693,                0.57902,                0.31915,                 1.2157,                0.68338,                0.97192,                 1.7516,                 1.0132,                0.97688,             0.00057925,             0.00057925,             0.00057925
                     88,                 1.1124,                0.65416,                0.94814,                 1.6808,                0.99917,                0.96617,                0.68705,                0.50824,                0.56407,                0.31159,                 1.2117,                0.69955,                0.96833,                  1.755,                 1.0556,                0.97918,              0.0005743,              0.0005743,              0.0005743
                     89,                 1.1303,                0.65646,                0.94481,                 1.6987,                0.99722,                0.95964,                0.69394,                0.50381,                0.56035,                0.30345,                 1.2222,                0.67704,                0.97558,                  1.775,                 1.0321,                  0.981,             0.00056935,             0.00056935,             0.00056935
                     90,                 1.0896,                0.64229,                0.94244,                 1.6281,                0.95908,                0.95539,                0.68531,                0.52058,                0.57297,                0.31516,                  1.199,                0.68497,                0.96861,                 1.7378,                 1.0597,                   0.98,              0.0005644,              0.0005644,              0.0005644
                     91,                  1.101,                0.64826,                0.94604,                 1.6494,                0.98016,                0.96242,                0.71997,                0.48378,                0.55199,                0.31133,                 1.1953,                0.68689,                0.96962,                 1.7279,                 1.0884,                0.97764,             0.00055945,             0.00055945,             0.00055945
                     92,                    1.1,                 0.6422,                0.94435,                 1.6553,                0.97503,                 0.9598,                0.74651,                0.50965,                0.57567,                0.31485,                 1.2101,                0.68498,                0.97013,                 1.7495,                 1.0264,                0.98369,              0.0005545,              0.0005545,              0.0005545
                     93,                 1.0881,                0.63161,                 0.9377,                  1.683,                0.96646,                0.95559,                0.74726,                0.51034,                0.57336,                0.32215,                 1.1948,                0.69514,                0.96429,                 1.7454,                 1.0324,                0.97547,             0.00054955,             0.00054955,             0.00054955
                     94,                 1.1225,                0.64677,                0.94405,                  1.705,                0.98998,                0.95973,                0.77733,                0.51766,                0.59384,                0.33249,                  1.186,                0.66631,                0.96793,                 1.7262,                0.97886,                0.97393,              0.0005446,              0.0005446,              0.0005446
                     95,                 1.0815,                0.62602,                0.93673,                 1.6347,                0.95378,                0.95259,                 0.7604,                0.50986,                0.58322,                0.32282,                 1.2174,                0.67494,                0.96945,                 1.7597,                 1.0083,                0.97737,             0.00053965,             0.00053965,             0.00053965
                     96,                 1.1214,                0.65101,                 0.9533,                 1.6639,                0.97804,                0.96441,                 0.7494,                0.51453,                0.58569,                0.32843,                 1.2095,                 0.6715,                0.96793,                 1.7504,                 1.0203,                0.97801,              0.0005347,              0.0005347,              0.0005347
                     97,                 1.0863,                 0.6345,                0.94029,                 1.6446,                0.96156,                0.95762,                0.73714,                0.52672,                0.58563,                0.32624,                 1.1984,                0.67027,                0.96832,                 1.7323,                 1.0137,                0.97463,             0.00052975,             0.00052975,             0.00052975
                     98,                 1.0961,                0.64261,                0.94317,                 1.6586,                0.98055,                 0.9626,                0.73057,                0.53694,                0.58865,                0.32898,                  1.203,                0.66596,                0.96491,                 1.7342,                 0.9816,                0.97192,              0.0005248,              0.0005248,              0.0005248
                     99,                 1.0647,                0.62711,                0.93296,                 1.6272,                0.95929,                0.94991,                0.72907,                0.51534,                0.58216,                0.32653,                 1.1914,                0.67756,                0.96459,                 1.7298,                 1.0293,                0.97133,             0.00051985,             0.00051985,             0.00051985
                    100,                 1.0372,                0.60775,                0.92238,                 1.5908,                0.92233,                0.93937,                0.72887,                0.52172,                0.58229,                0.32159,                 1.2034,                0.67896,                  0.972,                  1.732,                 1.0254,                0.96829,              0.0005149,              0.0005149,              0.0005149
                    101,                  1.067,                 0.6218,                0.93556,                 1.6057,                0.95081,                0.95008,                 0.7425,                0.50282,                0.57976,                0.32501,                 1.1722,                0.67683,                0.95883,                 1.7328,                 1.0381,                0.97286,             0.00050995,             0.00050995,             0.00050995
                    102,                 1.0728,                0.62769,                0.93879,                 1.6108,                0.95001,                0.95442,                0.69569,                0.50956,                0.55882,                 0.3191,                 1.1763,                0.68408,                0.96516,                 1.7333,                 1.0935,                 0.9739,               0.000505,               0.000505,               0.000505
