                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     72,                 1.0384,                0.57244,                  0.921,                 1.5431,                0.84628,                0.93603,                0.73152,                0.52088,                0.57315,                0.31462,                 1.2552,                0.67524,                0.98725,                  1.787,                 1.0105,                0.99739,              0.0006535,              0.0006535,              0.0006535
                     73,                 1.0599,                0.58467,                 0.9219,                 1.5873,                0.86125,                0.94017,                0.70901,                0.51401,                0.56377,                0.30513,                 1.2234,                0.68658,                0.98408,                 1.7892,                 1.0568,                0.99927,             0.00064855,             0.00064855,             0.00064855
                     74,                 1.0512,                0.58173,                0.92294,                 1.5761,                0.85991,                0.94059,                0.74216,                0.50414,                0.56962,                0.30852,                 1.2409,                0.67826,                0.98539,                 1.8067,                 1.0003,                 1.0072,              0.0006436,              0.0006436,              0.0006436
                     75,                 1.0202,                0.56693,                0.91842,                 1.5558,                0.84831,                0.94053,                0.73093,                0.51861,                0.56909,                0.31255,                 1.2149,                0.67973,                0.97287,                 1.7917,                 1.0064,                  1.005,             0.00063865,             0.00063865,             0.00063865
                     76,                 1.0342,                0.57103,                 0.9161,                 1.5771,                0.85002,                0.93269,                0.73121,                0.50642,                0.56654,                0.31074,                 1.2345,                0.68346,                 0.9879,                  1.783,                  1.012,                 1.0032,              0.0006337,              0.0006337,              0.0006337
                     77,                 1.0408,                0.57457,                0.91809,                 1.5826,                0.84297,                0.93719,                0.69634,                0.51453,                0.56894,                0.31158,                 1.2222,                0.70096,                0.97834,                  1.788,                 1.0437,                 1.0045,             0.00062875,             0.00062875,             0.00062875
                     78,                 1.0448,                0.57793,                0.91509,                 1.6002,                0.85427,                0.93539,                 0.7086,                0.49333,                 0.5652,                 0.2976,                 1.2461,                 0.6828,                  0.994,                 1.8379,                 1.0273,                 1.0125,              0.0006238,              0.0006238,              0.0006238
                     79,                  1.028,                0.56754,                0.91251,                 1.5739,                0.84717,                 0.9276,                 0.7232,                 0.5231,                0.58229,                0.31083,                  1.249,                0.67809,                0.99265,                 1.8071,                0.99527,                 1.0071,             0.00061885,             0.00061885,             0.00061885
                     80,                 1.0386,                0.58064,                0.92512,                 1.5606,                0.86204,                0.93952,                0.76534,                0.50964,                0.58743,                0.31704,                 1.2237,                0.66756,                0.98214,                  1.786,                 1.0001,                  1.008,              0.0006139,              0.0006139,              0.0006139
                     81,                  1.035,                0.56853,                0.91238,                 1.5735,                0.85987,                0.93204,                0.75315,                 0.5109,                0.58243,                0.31506,                 1.2233,                0.67372,                0.97654,                 1.7801,                 1.0162,                0.99637,             0.00060895,             0.00060895,             0.00060895
                     82,                 1.0179,                 0.5617,                 0.9166,                 1.5638,                0.83307,                0.93609,                 0.7191,                0.51443,                0.57578,                0.31055,                 1.1994,                0.66812,                  0.978,                 1.7647,                 1.0274,                0.99853,               0.000604,               0.000604,               0.000604
