                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     63,                 1.1858,                 0.6891,                0.96578,                 1.7263,                 1.0537,                0.97955,                0.68847,                 0.5051,                 0.5475,                0.29785,                 1.2605,                0.73425,                0.97532,                  1.825,                 1.0916,                0.99743,             0.00069805,             0.00069805,             0.00069805
                     64,                 1.1772,                 0.7026,                0.96995,                 1.7398,                 1.0848,                0.98548,                0.69303,                0.52555,                0.57152,                0.30985,                  1.212,                 0.6936,                0.97407,                 1.7935,                 1.0316,                0.98254,              0.0006931,              0.0006931,              0.0006931
                     65,                 1.1632,                0.68719,                0.96617,                 1.7066,                 1.0462,                0.97774,                0.69888,                 0.5349,                0.57015,                0.30625,                 1.2142,                0.69492,                0.96946,                 1.7685,                 1.0427,                0.98827,             0.00068815,             0.00068815,             0.00068815
                     66,                 1.1705,                0.69348,                  0.966,                 1.7203,                  1.054,                0.97641,                0.69903,                0.51639,                0.56607,                0.30579,                 1.2389,                0.71583,                0.97827,                 1.7743,                 1.0765,                0.98386,              0.0006832,              0.0006832,              0.0006832
                     67,                 1.1679,                0.68796,                0.96253,                 1.7298,                 1.0515,                0.97524,                 0.7122,                0.50756,                0.56822,                0.30953,                 1.2321,                 0.7273,                0.97266,                  1.787,                 1.0828,                0.98239,             0.00067825,             0.00067825,             0.00067825
                     68,                 1.1612,                0.68061,                0.95946,                 1.7174,                 1.0347,                0.97053,                0.68885,                0.51391,                0.56238,                0.30322,                 1.2289,                0.71359,                 0.9733,                 1.8002,                 1.0626,                0.99202,              0.0006733,              0.0006733,              0.0006733
                     69,                 1.1647,                0.68895,                0.96042,                 1.7197,                 1.0612,                 0.9804,                0.71494,                0.50115,                 0.5654,                0.30473,                 1.2296,                0.69429,                 0.9713,                 1.8002,                 1.0524,                0.98967,             0.00066835,             0.00066835,             0.00066835
                     70,                 1.1546,                0.67167,                0.95981,                 1.7226,                  1.024,                0.97656,                0.72803,                0.51452,                0.57136,                0.31064,                  1.236,                0.69504,                0.97904,                 1.7769,                  1.013,                0.98426,              0.0006634,              0.0006634,              0.0006634
                     71,                 1.1541,                0.68999,                0.96018,                 1.7351,                 1.0623,                0.97719,                0.68178,                0.50636,                0.54621,                0.29487,                 1.2359,                0.71895,                0.98149,                 1.7624,                 1.1138,                0.98287,             0.00065845,             0.00065845,             0.00065845
                     72,                 1.1721,                0.69013,                0.96573,                 1.7397,                 1.0647,                0.98337,                0.71774,                0.50794,                0.56314,                0.30823,                 1.2328,                0.69932,                0.98264,                 1.7858,                 1.0532,                0.98823,              0.0006535,              0.0006535,              0.0006535
                     73,                 1.1695,                0.67272,                0.96018,                 1.7395,                  1.026,                0.97595,                0.69454,                0.49632,                0.54399,                0.29532,                   1.26,                0.71763,                0.99246,                 1.8052,                 1.0929,                 1.0008,             0.00064855,             0.00064855,             0.00064855
                     74,                 1.1571,                0.68259,                0.95644,                 1.7162,                 1.0389,                0.97152,                0.71711,                0.51095,                0.57006,                0.30597,                 1.2378,                 0.6933,                0.98406,                 1.8058,                 1.0501,                 1.0009,              0.0006436,              0.0006436,              0.0006436
                     75,                 1.1736,                0.68572,                0.96923,                 1.7377,                 1.0475,                0.98414,                0.70247,                0.51472,                0.56087,                0.30032,                 1.2397,                0.70288,                0.98857,                 1.7915,                 1.0461,                0.99357,             0.00063865,             0.00063865,             0.00063865
                     76,                 1.1263,                0.66742,                0.94707,                 1.6978,                 1.0219,                 0.9646,                0.71648,                0.51468,                0.56631,                0.31039,                  1.203,                0.69266,                0.97575,                 1.7571,                 1.0475,                0.98892,              0.0006337,              0.0006337,              0.0006337
                     77,                 1.1538,                0.67865,                0.95718,                 1.7161,                 1.0373,                  0.976,                   0.72,                0.52832,                0.58079,                 0.3139,                 1.2349,                0.67391,                0.98246,                   1.78,                 1.0214,                0.98703,             0.00062875,             0.00062875,             0.00062875
                     78,                 1.1389,                  0.669,                0.95362,                  1.716,                 1.0208,                0.97051,                0.70738,                0.53228,                0.57841,                0.31784,                  1.212,                0.68426,                0.97609,                 1.7443,                 1.0165,                0.98402,              0.0006238,              0.0006238,              0.0006238
                     79,                 1.1458,                0.66741,                0.95595,                 1.6881,                 1.0201,                0.96936,                0.73271,                0.52087,                0.57983,                 0.3159,                 1.2222,                0.68513,                0.97561,                 1.7615,                 1.0203,                  0.986,             0.00061885,             0.00061885,             0.00061885
                     80,                  1.108,                  0.646,                0.94765,                 1.6691,                0.99871,                0.96117,                0.72874,                0.51793,                0.58075,                0.31678,                 1.1938,                0.67283,                0.96865,                 1.7408,                0.99836,                0.98211,              0.0006139,              0.0006139,              0.0006139
                     81,                 1.1503,                0.66734,                0.94864,                 1.7239,                 1.0281,                 0.9677,                0.69875,                0.52396,                0.57225,                0.31328,                 1.1906,                0.67748,                0.96843,                 1.7409,                 1.0073,                0.98209,             0.00060895,             0.00060895,             0.00060895
                     82,                 1.1498,                0.65637,                0.94786,                 1.7249,                 1.0085,                0.96676,                0.69435,                0.52028,                0.57345,                0.31106,                 1.2065,                0.69181,                0.96876,                 1.7604,                 1.0228,                0.97972,               0.000604,               0.000604,               0.000604
                     83,                 1.1396,                 0.6639,                0.95844,                 1.7062,                 1.0197,                0.97887,                 0.7529,                0.50732,                0.57943,                0.31622,                 1.2067,                0.67368,                0.97098,                   1.76,                 1.0026,                0.98621,             0.00059905,             0.00059905,             0.00059905
                     84,                 1.1176,                0.64845,                0.94267,                 1.6841,                 1.0015,                0.96023,                0.71622,                0.52639,                0.58344,                 0.3195,                 1.2053,                0.69803,                0.97432,                 1.7474,                 1.0264,                0.98352,              0.0005941,              0.0005941,              0.0005941
                     85,                 1.1154,                0.65416,                0.94902,                 1.6603,                0.99119,                0.96573,                0.70985,                0.51703,                0.56628,                0.31104,                 1.2162,                0.74511,                0.97593,                 1.7678,                 1.1317,                0.99204,             0.00058915,             0.00058915,             0.00058915
                     86,                    1.1,                0.63363,                0.93743,                 1.6353,                0.95341,                0.95219,                0.75727,                0.52027,                0.59108,                0.32355,                 1.2141,                0.69109,                0.97339,                 1.7574,                 1.0393,                0.98453,              0.0005842,              0.0005842,              0.0005842
                     87,                 1.1293,                0.65822,                0.94934,                 1.7115,                 1.0039,                 0.9723,                0.72536,                0.52356,                0.58307,                0.32305,                 1.2092,                0.66837,                0.97338,                 1.7435,                0.99586,                0.97984,             0.00057925,             0.00057925,             0.00057925
                     88,                 1.0821,                0.63948,                0.94486,                 1.6133,                0.96462,                0.96162,                0.74653,                0.50918,                0.57335,                0.31643,                 1.2009,                0.67895,                0.97761,                 1.7437,                 1.0195,                0.98453,              0.0005743,              0.0005743,              0.0005743
                     89,                 1.1199,                0.65204,                0.95231,                 1.6548,                0.99908,                0.97191,                0.70949,                0.52627,                0.57912,                0.31894,                 1.2157,                0.67121,                0.97928,                 1.7519,                 1.0015,                0.98285,             0.00056935,             0.00056935,             0.00056935
                     90,                 1.1017,                0.62887,                0.93718,                 1.6642,                0.96665,                0.95552,                0.71562,                 0.5495,                0.59024,                0.32674,                 1.2062,                0.66135,                0.97714,                 1.7365,                0.97571,                 0.9821,              0.0005644,              0.0005644,              0.0005644
                     91,                 1.0998,                0.64036,                 0.9437,                 1.6458,                0.98172,                0.96292,                0.75083,                0.51765,                0.58225,                0.32271,                 1.2073,                0.65973,                0.97182,                 1.7374,                0.98268,                0.98824,             0.00055945,             0.00055945,             0.00055945
