                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     62,                 1.0866,                0.64551,                0.92952,                 1.6343,                0.91104,                0.95515,                0.71162,                0.49416,                0.53989,                 0.2923,                  1.276,                0.78233,                0.99979,                 1.8237,                 1.1129,                  1.014,                0.00703,                0.00703,                0.00703
                     63,                 1.0444,                0.63552,                 0.9246,                 1.5474,                0.87759,                0.94933,                 0.7128,                0.49262,                0.53624,                0.28776,                 1.2811,                0.76813,                0.99779,                 1.8152,                 1.1221,                 1.0136,              0.0069805,              0.0069805,              0.0069805
                     64,                  1.021,                0.62015,                0.91996,                  1.555,                0.87153,                0.94688,                0.71753,                0.49056,                0.53892,                0.29142,                 1.2953,                0.76801,                 1.0005,                 1.8131,                 1.1137,                 1.0131,               0.006931,               0.006931,               0.006931
                     65,                  1.071,                0.63682,                0.92584,                 1.6173,                0.90091,                0.95026,                0.72031,                0.46589,                0.53523,                0.28363,                 1.2922,                0.77446,                 1.0082,                 1.8517,                 1.1024,                 1.0303,              0.0068815,              0.0068815,              0.0068815
                     66,                 1.0354,                0.62024,                0.92108,                 1.5782,                0.86924,                0.94644,                 0.6851,                0.47281,                0.52123,                0.27179,                 1.3656,                0.82559,                 1.0308,                 1.8796,                 1.1699,                 1.0428,               0.006832,               0.006832,               0.006832
                     67,                 1.0627,                0.62713,                 0.9233,                 1.6242,                0.88296,                0.95127,                0.67696,                0.48742,                0.53101,                0.27758,                 1.3495,                0.82501,                 1.0233,                 1.8565,                 1.1706,                 1.0388,              0.0067825,              0.0067825,              0.0067825
                     68,                 1.0495,                0.62221,                0.92899,                 1.5924,                 0.8734,                0.95357,                0.71687,                0.50159,                0.55197,                 0.2925,                  1.309,                0.76584,                 1.0107,                 1.8116,                 1.1427,                 1.0172,               0.006733,               0.006733,               0.006733
                     69,                 1.0319,                0.62264,                0.91918,                 1.5547,                0.86743,                 0.9426,                0.72053,                0.48338,                0.53854,                0.28659,                 1.3468,                0.78826,                 1.0189,                  1.846,                 1.1327,                 1.0294,              0.0066835,              0.0066835,              0.0066835
                     70,                 1.0477,                 0.6318,                0.92242,                 1.5901,                0.86989,                0.94974,                0.70848,                0.48173,                0.53435,                0.28892,                 1.3016,                0.81495,                0.99947,                 1.8416,                 1.1611,                 1.0207,               0.006634,               0.006634,               0.006634
                     71,                  1.034,                0.61495,                0.92293,                 1.5812,                0.86674,                0.94985,                0.67448,                0.48755,                0.52722,                0.27983,                 1.3088,                0.79098,                 1.0067,                 1.8626,                  1.141,                 1.0314,              0.0065845,              0.0065845,              0.0065845
                     72,                 1.0564,                0.63291,                0.92453,                 1.6179,                0.89532,                0.95305,                0.69071,                0.49553,                0.54106,                0.28856,                 1.2923,                0.75889,                0.99459,                 1.8658,                 1.0708,                 1.0273,               0.006535,               0.006535,               0.006535
                     73,                 1.0471,                0.62585,                0.92176,                 1.5987,                0.87235,                0.94741,                0.67042,                0.48119,                0.53811,                0.29346,                 1.2803,                0.76079,                0.99708,                 1.8308,                 1.0779,                 1.0218,              0.0064855,              0.0064855,              0.0064855
                     74,                 1.0452,                0.62359,                0.92086,                 1.5861,                0.88608,                 0.9449,                0.71505,                0.50599,                0.55793,                 0.3021,                 1.2579,                 0.7259,                0.99153,                  1.795,                 1.0965,                 1.0145,               0.006436,               0.006436,               0.006436
