                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     92,                0.97888,                0.56987,                 0.9003,                 1.5456,                 0.8283,                0.91867,                0.71353,                0.50624,                0.57133,                0.31509,                 1.2422,                0.70598,                0.97737,                 1.7707,                  1.066,                0.98952,               0.005545,               0.005545,               0.005545
                     93,                0.98397,                0.56673,                0.89859,                 1.5505,                0.83005,                0.91816,                0.75353,                0.49423,                0.56727,                0.31186,                  1.215,                0.67919,                0.96554,                 1.7874,                 1.0376,                0.99036,              0.0054955,              0.0054955,              0.0054955
                     94,                0.97573,                0.57101,                0.90581,                 1.5112,                0.81721,                0.92357,                0.76185,                0.50737,                0.58452,                0.31346,                 1.2419,                0.69502,                0.98158,                 1.7605,                 1.0791,                0.98708,               0.005446,               0.005446,               0.005446
                     95,                 0.9823,                0.56643,                0.89841,                 1.5542,                0.82657,                0.91624,                0.73945,                0.52229,                0.58662,                0.31528,                 1.2369,                 0.6935,                0.97729,                 1.7433,                 1.0171,                0.98449,              0.0053965,              0.0053965,              0.0053965
                     96,                 1.0061,                0.57675,                0.90188,                 1.5709,                0.84969,                0.91924,                0.76438,                0.50224,                0.57942,                0.31001,                 1.2399,                0.70239,                0.97636,                 1.7676,                 1.0362,                0.98622,               0.005347,               0.005347,               0.005347
                     97,                0.97796,                 0.5697,                0.89869,                 1.4986,                0.82342,                0.91736,                0.75439,                0.51697,                0.58584,                0.31374,                 1.2275,                0.69154,                0.97123,                 1.7376,                  1.002,                0.97947,              0.0052975,              0.0052975,              0.0052975
                     98,                0.98675,                0.57035,                0.90217,                 1.5425,                0.84136,                 0.9182,                0.73281,                0.52365,                0.58359,                0.31188,                 1.2299,                0.67215,                0.99343,                 1.7671,                 1.0026,                0.99117,               0.005248,               0.005248,               0.005248
                     99,                0.95926,                0.56118,                0.89289,                 1.4915,                0.80744,                 0.9092,                0.74847,                 0.5052,                0.57894,                 0.3094,                 1.2491,                0.69066,                0.99218,                 1.7738,                  1.009,                 1.0012,              0.0051985,              0.0051985,              0.0051985
                    100,                0.96708,                0.55974,                0.89119,                 1.5183,                0.81996,                0.90791,                0.72484,                0.49999,                0.55887,                0.30253,                 1.2435,                0.69864,                0.99485,                 1.7915,                 1.0562,                 1.0067,               0.005149,               0.005149,               0.005149
                    101,                0.96731,                0.55657,                0.89382,                 1.5272,                0.82149,                0.91503,                0.71387,                0.50437,                0.56344,                0.30793,                 1.2579,                0.69576,                0.99182,                 1.7855,                 1.0648,                 1.0001,              0.0050995,              0.0050995,              0.0050995
