                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     74,                 1.1326,                0.66971,                0.95239,                 1.7024,                 1.0257,                0.96279,                 0.7429,                0.52837,                0.59013,                0.32405,                 1.2305,                0.69939,                0.96734,                 1.7758,                 1.0146,                0.97636,              0.0006436,              0.0006436,              0.0006436
                     75,                 1.1464,                0.68276,                 0.9566,                 1.7253,                 1.0385,                0.96918,                0.75092,                0.51257,                0.57105,                 0.3049,                 1.2737,                 0.7043,                0.98445,                 1.8397,                 1.0526,                0.99089,             0.00063865,             0.00063865,             0.00063865
                     76,                 1.1241,                 0.6711,                0.95171,                 1.6986,                 1.0278,                0.96522,                0.75307,                0.50553,                0.57805,                0.31252,                 1.2316,                0.68679,                0.97491,                 1.7921,                 1.0179,                0.97721,              0.0006337,              0.0006337,              0.0006337
                     77,                 1.1033,                0.66414,                 0.9423,                 1.6697,                 1.0152,                0.95856,                 0.7183,                0.51733,                 0.5721,                0.30982,                 1.2374,                 0.6911,                0.97372,                 1.7732,                 1.0262,                0.98131,             0.00062875,             0.00062875,             0.00062875
                     78,                 1.0823,                0.64985,                 0.9442,                 1.6328,                 0.9967,                0.95675,                0.75323,                0.50236,                0.56969,                0.31465,                 1.2151,                0.68606,                0.97371,                 1.7869,                0.97872,                0.98634,              0.0006238,              0.0006238,              0.0006238
                     79,                 1.0857,                0.64923,                0.94398,                 1.6439,                0.99023,                0.95965,                0.72816,                 0.5137,                0.57118,                0.31314,                 1.2404,                0.69398,                0.97598,                 1.7788,                 1.0171,                0.98297,             0.00061885,             0.00061885,             0.00061885
                     80,                 1.1125,                0.66761,                0.94629,                 1.6857,                 1.0213,                0.95711,                 0.6929,                0.51828,                0.56345,                0.30208,                 1.2257,                0.71239,                0.97182,                 1.7917,                 1.0451,                 0.9906,              0.0006139,              0.0006139,              0.0006139
                     81,                 1.1264,                0.66405,                0.94793,                 1.7096,                 1.0049,                0.95978,                0.72424,                0.51832,                0.57704,                0.31362,                 1.2377,                0.68541,                0.96897,                 1.7952,                 1.0166,                0.97967,             0.00060895,             0.00060895,             0.00060895
                     82,                 1.1156,                 0.6594,                0.94773,                 1.6983,                 1.0141,                0.95998,                0.72887,                0.50718,                 0.5808,                0.31314,                 1.2217,                 0.6923,                0.97357,                 1.7765,                 1.0144,                0.98675,               0.000604,               0.000604,               0.000604
                     83,                 1.1132,                0.66745,                0.95298,                 1.6756,                 1.0134,                0.97084,                0.71496,                0.51538,                0.57473,                0.31377,                  1.237,                0.71905,                0.96909,                 1.7674,                 1.0487,                0.98041,             0.00059905,             0.00059905,             0.00059905
                     84,                 1.1113,                  0.653,                0.94346,                  1.673,                 1.0091,                0.95981,                0.70553,                0.49978,                0.55825,                 0.3066,                 1.2381,                0.70987,                0.97553,                 1.7854,                 1.0727,                0.98392,              0.0005941,              0.0005941,              0.0005941
                     85,                  1.081,                0.64107,                0.94161,                 1.6409,                0.98062,                0.96052,                0.72883,                0.51998,                0.58334,                0.31557,                  1.212,                0.67859,                0.96651,                 1.7556,                 1.0158,                0.97433,             0.00058915,             0.00058915,             0.00058915
                     86,                 1.0806,                0.63261,                0.93531,                   1.63,                0.96423,                0.95186,                0.76088,                0.49508,                0.57575,                0.30789,                 1.2139,                0.70161,                0.97034,                 1.8055,                 1.0754,                0.97993,              0.0005842,              0.0005842,              0.0005842
